userId,tsne_1,tsne_2
2536,-22.078728,0.18037292
5359,18.723839,8.135685
4349,-33.358112,11.972025
355,1.0381937,-15.011095
252,2.6191976,5.5820394
186,-14.86441,4.303228
2672,-15.1512985,4.8298965
1210,-2.45009,-5.1393976
2943,19.186552,-15.70433
1873,-9.476891,5.9435964
228,0.096173406,-1.9782214
5242,-26.781134,11.448026
5830,14.573851,-15.105939
1298,20.227604,-9.477341
5364,25.039732,-1.9474096
1047,26.618843,1.1190963
3096,32.078514,-6.281354
5780,26.366432,-8.577396
5495,3.3696988,-2.7878146
3732,-22.993212,11.024903
5716,12.314949,-14.36871
4396,-10.962821,-1.4851251
3289,-3.9357884,11.920177
2252,-10.058001,0.35049877
3887,-14.672252,-1.3816124
4412,-7.3735228,6.4952755
293,10.784618,-8.971563
2549,-33.132145,2.725359
550,-18.674866,-4.35112
4958,5.1163635,4.896513
4281,4.3482924,-1.6531066
2841,20.43551,5.7465754
1895,5.9651017,10.163363
2822,-2.647478,-6.8732014
